timestamp_s,arm,jt_J1,jt_J2,jt_J3,jt_J4,jt_J5,jt_J6,jt_J7,ee_Fx,ee_Fy,ee_Fz,ee_Tx,ee_Ty,ee_Tz
0.0000,1,0.6320017576217651,-2.426384449005127,0.14240479469299316,19.252193450927734,-0.049670007079839706,1.28367280960083,0.3567480742931366,-1.3058392715937217,1.500593156643345,0.6845226567259631,-1.6607308979344526,-0.501548947687676,0.2848774012786243
0.1001,1,0.6320017576217651,-2.426384449005127,0.14240479469299316,19.252193450927734,-0.049670007079839706,1.28367280960083,0.3567480742931366,-1.3243298397168846,1.5025435793918465,0.5942609713195324,-1.661646262014114,-0.4908619068300343,0.2864223635179661
0.2010,1,0.6081980466842651,-2.402580738067627,0.14240479469299316,19.200618743896484,-0.044176843017339706,1.29649019241333,0.3494238555431366,-1.3244752605542522,1.5174971124803245,0.6736328890833809,-1.6684885624794146,-0.51241367348141,0.29219822113059607
0.3016,1,0.5843943357467651,-2.402580738067627,0.11860108375549316,19.228389739990234,-0.049670007079839706,1.29008150100708,0.3430151641368866,-1.3199324813671733,1.510269333789277,0.6848257596215089,-1.6668358554776685,-0.5113882168239712,0.28935034110388175
0.4205,1,0.6081980466842651,-2.450188159942627,0.19397950172424316,19.252193450927734,-0.037768151611089706,1.28367280960083,0.3301977813243866,-1.3163009477126182,1.4922643799486255,0.6748693324252633,-1.6522049581622875,-0.5065427046395843,0.2854875998394512
0.5206,1,0.5843943357467651,-2.426384449005127,0.14240479469299316,19.200618743896484,-0.037768151611089706,1.29008150100708,0.3567480742931366,-1.3154585322625527,1.5113814731307034,0.6649468964002919,-1.662032852720129,-0.5036398372193669,0.2927149059839791
16.0819,1,0.6320017576217651,-2.426384449005127,0.14240479469299316,19.252193450927734,-0.032274987548589706,1.29008150100708,0.3366064727306366,-1.3429064031725413,1.4875844049225226,0.6633197689664753,-1.6502030556024578,-0.5241345889006735,0.28678111155299424
16.1821,1,0.6081980466842651,-2.426384449005127,0.11860108375549316,19.252193450927734,-0.032274987548589706,1.27726411819458,0.3631567656993866,-1.3396789824228224,1.5023185568958628,0.7112482421331361,-1.6602925113744902,-0.534764310883066,0.28751383514658824
16.2823,1,0.5843943357467651,-2.374809741973877,0.17017579078674316,19.228389739990234,-0.032274987548589706,1.28367280960083,0.3631567656993866,-1.317727093708141,1.513659121181634,0.6564446647511846,-1.6635308557454624,-0.5026393917065369,0.29184246949339415
16.3823,1,0.6081980466842651,-2.402580738067627,0.11860108375549316,19.252193450927734,-0.049670007079839706,1.28367280960083,0.3366064727306366,-1.298598609734458,1.4870521525071092,0.6544093265495341,-1.646826357852718,-0.48949128637355693,0.2875367406640863
16.4825,1,0.5843943357467651,-2.473991870880127,0.17017579078674316,19.303768157958984,-0.044176843017339706,1.28367280960083,0.3366064727306366,-1.341610526172931,1.5035762461313988,0.6481376276793763,-1.6605486241046175,-0.5195112995769509,0.2882102203553858
16.5826,1,0.5843943357467651,-2.402580738067627,0.11860108375549316,19.252193450927734,-0.044176843017339706,1.28367280960083,0.3695654571056366,-1.2912026492760817,1.5010079614014424,0.6546343637471367,-1.6595967315435634,-0.48496547159413855,0.2861081366601279
16.6828,1,0.6081980466842651,-2.402580738067627,0.14240479469299316,19.275997161865234,-0.044176843017339706,1.28367280960083,0.3430151641368866,-1.3048317811857568,1.5172035909400037,0.6904971484689396,-1.6665375158234312,-0.5030221382514712,0.2934970723418928
16.7829,1,0.6320017576217651,-2.402580738067627,0.09479737281799316,19.275997161865234,-0.044176843017339706,1.29008150100708,0.3301977813243866,-1.3108321035487969,1.496577591629899,0.677232242138966,-1.6581168442233138,-0.5032771324436446,0.2866863215962594
16.8830,1,0.6320017576217651,-2.450188159942627,0.11860108375549316,19.275997161865234,-0.055163171142339706,1.29649019241333,0.3366064727306366,-1.3165344075643117,1.5796592592074439,0.6548830504230362,-1.7174192896555287,-0.5023257221519286,0.31042767274433236
16.9831,1,0.5843943357467651,-2.402580738067627,0.14240479469299316,19.252193450927734,-0.044176843017339706,1.27726411819458,0.3695654571056366,-1.3214075047928506,1.4882512172949085,0.6601018947284093,-1.6533754843085384,-0.5074198379978002,0.284541085522653
17.0839,1,0.6320017576217651,-2.351006031036377,0.14240479469299316,19.228389739990234,-0.044176843017339706,1.29008150100708,0.3494238555431366,-1.3291332595376741,1.4967990120947219,0.6787659535319945,-1.6576075398537087,-0.5171820952146485,0.2855737023728371
17.1840,1,0.6081980466842651,-2.402580738067627,0.17017579078674316,19.252193450927734,-0.044176843017339706,1.27726411819458,0.3430151641368866,-1.3186402102057255,1.5035022062312022,0.6850678599052713,-1.6585355166768543,-0.5115219561448549,0.2879959819965189
17.2842,1,0.5566233396530151,-2.402580738067627,0.17017579078674316,19.275997161865234,-0.044176843017339706,1.29008150100708,0.3494238555431366,-1.3193383956038272,1.480901085002289,0.6550611327125453,-1.6402004857702903,-0.5048447545891724,0.28388117079195063
17.3843,1,0.5843943357467651,-2.426384449005127,0.14240479469299316,19.252193450927734,-0.037768151611089706,1.29008150100708,0.3631567656993866,-1.3293819132254971,1.5054152823406775,0.6700626507068123,-1.6595473634822655,-0.5147097282927933,0.28745701378590455
17.4844,1,0.6081980466842651,-2.402580738067627,0.14240479469299316,19.252193450927734,-0.032274987548589706,1.28367280960083,0.3237890899181366,-1.3078062633069452,1.5064227096409186,0.6824840773744746,-1.6598333350542502,-0.502838778634522,0.2891862471904604
17.5845,1,0.6081980466842651,-2.450188159942627,0.11860108375549316,19.252193450927734,-0.037768151611089706,1.28367280960083,0.3695654571056366,-1.3376297742535508,1.4997687743042225,0.6691284936730597,-1.6543869690584851,-0.520645132756329,0.2860554341927855
17.6847,1,0.5566233396530151,-2.402580738067627,0.14240479469299316,19.228389739990234,-0.037768151611089706,1.28367280960083,0.3366064727306366,-1.327323105200939,1.5029695256169706,0.6818028224649862,-1.6572856668701648,-0.5180363750022852,0.286898278833428
17.7848,1,0.6081980466842651,-2.426384449005127,0.14240479469299316,19.228389739990234,-0.044176843017339706,1.28367280960083,0.3631567656993866,-1.326313973504213,1.4993714776042564,0.6506270512971295,-1.6598565945305321,-0.5084934540147557,0.28798120914388636
17.8856,1,0.5843943357467651,-2.450188159942627,0.14240479469299316,19.228389739990234,-0.037768151611089706,1.29008150100708,0.3430151641368866,-1.3265092366340443,1.4781077107864964,0.6651612232255395,-1.6414728717464437,-0.5117255801501656,0.2820997433809268
